Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Other ID,Integration,Owned By,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
134781807,Generate receipt,payment,1,"Nov 21, 2016","Nov 27, 2016",feature,2,unstarted,"Nov 22, 2016",,,san jiek,"As a staff, I want to generate receipt so that the customer can take it as a proved that payment had made. ",https://www.pivotaltracker.com/story/show/134781807,,,,Print receipt button is designed,not completed,Receipt displayed on the screen,not completed,A print task is sent to printer,not completed
134781767,Process generate bus ticket,payment,1,"Nov 21, 2016","Nov 27, 2016",feature,2,unstarted,"Nov 22, 2016",,,san jiek,"As a staff, I want to generate bus ticket so that I can print out to customer as a reference and board our bus through the ticket.",https://www.pivotaltracker.com/story/show/134781767,,,,Print bus ticket button is designed,not completed,Bus ticket is displayed on the screen and the print task is sent to printer,not completed
134781731,Process credit card payment,payment,1,"Nov 21, 2016","Nov 27, 2016",feature,3,unstarted,"Nov 22, 2016",,,san jiek,"As a staff, I want to have credit card payment so that when the customer is pay by credit card and the system is allow to accept the credit card payment method.",https://www.pivotaltracker.com/story/show/134781731,,,,"Order ID, trip no, origin, destination, trip price , seat number and total amount payment is displayed",not completed,Credit card number text field is designed,not completed,Pay button is designed,not completed
134781685,Process cash payment,payment,1,"Nov 21, 2016","Nov 27, 2016",feature,3,unstarted,"Nov 22, 2016",,,san jiek,"As a staff, I want to have cash payment so that when the customer is pay by cash and the system is allow to accept cash payment method.",https://www.pivotaltracker.com/story/show/134781685,,,,"Order ID, trip no, origin, destination, trip price , seat number and total amount payment is displayed",not completed,Paid amount text field is design for user enter their total paid amount,not completed,Cash change is calculated automatically and displayed on the text field,not completed,Pay button is designed,not completed
134781639,Ticket change,process ticket purchasing transaction,1,"Nov 21, 2016","Nov 27, 2016",feature,2,unstarted,"Nov 22, 2016",,,san jiek,"As a staff, I want to change the bus ticket so that I can help the customer to change when the customer requested.",https://www.pivotaltracker.com/story/show/134781639,,,,"Order ID, Trip No, Seat No text field is displayed",not completed,"Origin, Destination, Departure date, Departure time, and seat number for that bus ticket is displayed on the text fields",not completed,Dropdown list is designed for user to select new trip by choosing the trip number,not completed,New departure date and departure time for new trip is displayed on the textfields,not completed,New seat number is assigned automatically,not completed,Confirm button is designed,not completed,A successful message is displayed if the user confirm the ticket change,not completed
134781591,Process Seat selection,process ticket purchasing transaction,1,"Nov 21, 2016","Nov 27, 2016",feature,3,unstarted,"Nov 22, 2016",,,san jiek,"As a staff, I want to have seat selection so that I can choose the seat for customer.",https://www.pivotaltracker.com/story/show/134781591,,,,Text field is displayed for entering quantity of seats,not completed,Layout of bus that consists of all bus seats is displayed.,not completed,"When the user select more seats, the previous chosen seats will be indicated  from available to occupied",not completed,"Blue indicate available seat, green indicate occupied seat while red indicate unavailable seat while the unavailable seat's bus ticket has been sold out",not completed
134781541,Process route selection,process ticket purchasing transaction,1,"Nov 21, 2016","Nov 27, 2016",feature,3,unstarted,"Nov 22, 2016",,,san jiek,"As a staff, I want to select route so that I can know is the route requested is still available or unavailable.",https://www.pivotaltracker.com/story/show/134781541,,,,"Origin, destination, departure date and departure time drop down list is designed",not completed,Search button is designed,not completed,A list of corresponding trip information will displayed in the table,not completed,A list of trip number dispalyed on the drop down list to allows user to select desired trip package,not completed
134781475,Show available transport route schedule,process ticket purchasing transaction,1,"Nov 21, 2016","Nov 27, 2016",feature,3,unstarted,"Nov 22, 2016",,,san jiek,"As a staff, I want to view the available transport route schedule everyday so that I can tell the customer which route is available.",https://www.pivotaltracker.com/story/show/134781475,,,,A table with all transport schedule is displayed,not completed
134780843,View Route,route management,1,"Nov 21, 2016","Nov 27, 2016",feature,2,started,"Nov 22, 2016",,,YiTing,"As a staff, I am able to view all route information which displayed in the table so that i get to identify the origin and destination for each route easily.",https://www.pivotaltracker.com/story/show/134780843,,,,"Textfield is provided for user to search route by entering route ID, origin or destination",not completed,Seacrh button is designed,not completed,Corresponding route information will displayed in the table,not completed
134780709,Create Route,route management,1,"Nov 21, 2016","Nov 27, 2016",feature,3,started,"Nov 22, 2016",,,YiTing,"As admin, I am able to create new route so that a new route is available for creating new trips.",https://www.pivotaltracker.com/story/show/134780709,,,,"Route ID, origin and destination text fields are displayed",not completed,Create button is designed,not completed,Successful route created message is displayed,not completed
134780395,Retrieve trip,trip management,1,"Nov 21, 2016","Nov 27, 2016",feature,2,started,"Nov 22, 2016",,,YiTing,"As a staff, I am able to retrieve trip information so that i am able to view the details of that particular trip.",https://www.pivotaltracker.com/story/show/134780395,,,,Text field for entering trip number is designed,not completed,Read button is designed,not completed,Trip information with key in trip number is displayed on the textfields,not completed
134780223,View Trip Table,trip management,1,"Nov 21, 2016","Nov 27, 2016",feature,2,started,"Nov 22, 2016",,,YiTing,"As a staff, I am able to view the all trip information which displayed in the table so that i am able to know the list of available trips.",https://www.pivotaltracker.com/story/show/134780223,,,,Text field is designed for entering route ID,not completed,Search button is designed,not completed,List of trip information with route ID entered is displayed,not completed
134779831,Update Trip,trip management,1,"Nov 21, 2016","Nov 27, 2016",feature,2,started,"Nov 22, 2016",,,YiTing,"As admin, I am able to update trip information such as trip price and trip status so that it is flexible enough to make the required changes.",https://www.pivotaltracker.com/story/show/134779831,,,,Trip number text field is designed,not completed,"Current trip details such as trip number, trip ID, departure date, departure time, bus ID, total seats, available seats, trip price and status is displayed.",not completed,Bus ID drop down list is displayed for user to choose whether to update bus for the trip,not completed,Trip price text field is displayed for updating purpose,not completed,Update button is designed,not completed,Successful updated message is displayed,not completed
134779303,Create New Trip,trip management,1,"Nov 21, 2016","Nov 27, 2016",feature,3,started,"Nov 22, 2016",,,YiTing,"As admin, I am able to create new trip so that new trip is added and available for selling its bus ticket.",https://www.pivotaltracker.com/story/show/134779303,,,,Route ID is displayed in drop down list,not completed,Date picker is designed for departure date,not completed,Text fields for departure time in 24 hours format and trip price are displayed,not completed,Bus type and bus ID drop down lists are displayed,not completed,Total available seats of selected bus is displayed on the text field,not completed,Create button is designed,not completed,Successful create message is displayed,not completed
